Education_Level,Time_since_promotion,Growth_Rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition_rate,Ratio_Age_Time_of_service
3,2,29,0,3,6.006293806322415,1.0,0.1803,0.28846153846153844
1,2,72,0,2,3.0,3.0,0.2359,0.2413793103448276
1,3,27,1,3,8.0,1.0,0.1556,0.2777777777777778
2,3,51,2,1,1.0,3.0,0.3357,0.22857142857142856
3,3,73,1,1,8.0,3.0,0.0312,0.2523799490489781
4,4,30,0,2,9.0,2.0,0.6998,0.17391304347826086
3,3,38,2,2,6.0,1.0,0.2287,0.29411764705882354
1,2,68,0,1,6.0,2.0,0.1896,0.8328538318616278
3,3,30,0,3,4.0,2.0,0.2553,0.18518518518518517
3,4,35,1,1,6.0,3.0,0.17,0.15625
1,4,49,0,4,1.0,1.0,0.0318,0.2776179439538759
5,3,61,1,2,9.0,4.0,0.3203,0.5230769230769231
3,3,30,1,1,8.0,1.0,0.0548,0.0967741935483871
3,3,50,1,3,5.0,2.0,0.1112,0.325
3,1,69,1,5,4.0,1.0,0.0519,0.07692307692307693
1,1,61,1,4,8.0,3.0,0.0193,0.18518518518518517
4,1,69,0,2,5.0,1.0,0.0185,0.1724137931034483
4,2,64,1,2,5.0,2.0,0.2801,0.07692307692307693
4,3,52,2,5,8.0,1.0,0.1079,0.6140350877192983
4,2,69,1,2,8.0,3.0,0.0935,0.3783783783783784
2,1,56,1,5,8.0,3.0,0.2547,0.1724137931034483
2,0,62,0,2,5.0,2.0,0.1455,0.0
1,3,64,0,3,5.0,3.0,0.1138,0.37254901960784315
1,4,20,2,4,6.0,4.0,0.0113,0.5636363636363636
4,3,66,0,4,8.0,3.0,0.2689,0.2857142857142857
4,1,47,1,2,8.0,3.0,0.0152,0.025237994904897813
3,3,32,2,4,6.0,3.0,0.0582,0.3898305084745763
2,2,50,2,1,7.0,1.0,0.1173,0.656187867527343
3,2,58,1,3,5.0,1.0,0.1247,0.5577110073901206
4,4,51,1,4,5.0,2.0,0.2374,0.24242424242424243
3,2,54,0,2,7.0,4.0,0.1181,0.09523809523809523
3,2,45,0,1,5.0,2.0,0.0768,0.20588235294117646
4,2,59,1,3,4.0,3.0,0.6412,0.2894736842105263
3,0,60,1,4,4.0,1.0,0.0684,0.0
3,1,27,2,3,8.0,3.0,0.7618,0.30434782608695654
5,2,45,2,3,8.0,2.0,0.3115,0.3148148148148148
3,2,65,1,4,6.0,1.0,0.1758,0.20689655172413793
3,1,47,2,1,5.0,3.0,0.4503,0.2702702702702703
4,2,73,1,4,7.0,4.0,0.091,0.2903225806451613
4,3,73,2,3,8.0,4.0,0.1384,0.47368421052631576
3,4,42,0,2,5.0,2.0,0.0971,0.39215686274509803
4,4,28,2,2,8.0,1.0,0.278,0.5
5,1,61,1,1,10.0,3.0,0.0185,0.2
4,2,37,0,2,1.0,2.0,0.0158,0.3125
1,1,62,1,3,6.0,3.0,0.2235,0.65625
3,4,27,0,2,8.0,3.0,0.22,0.2523799490489781
3,2,45,1,4,5.0,4.0,0.076,0.3888888888888889
2,1,60,1,2,8.0,4.0,0.0045,0.05
5,4,74,1,2,10.0,4.0,0.1825,0.80761583695673
3,2,61,0,4,9.0,4.0,0.1153,0.11538461538461539
4,2,27,1,1,7.0,4.0,0.1618,0.14814814814814814
4,2,59,2,3,5.0,1.0,0.125,0.2222222222222222
3,4,38,1,3,7.0,4.0,0.0787,0.5769230769230769
1,1,21,2,5,5.0,3.0,0.0445,0.09523809523809523
3,3,61,1,4,4.0,3.0,0.4234,0.1935483870967742
3,2,68,1,4,8.0,4.0,0.1973,0.7066638573371388
3,2,49,1,3,6.0,4.0,0.1426,0.40384615384615385
3,3,68,1,2,5.0,4.0,0.0793,0.38095238095238093
4,1,22,1,2,4.0,4.0,0.2778,0.20833333333333334
4,4,66,1,2,6.0,1.0,0.1681,0.2857142857142857
3,1,56,1,4,6.0,4.0,0.16,0.025237994904897813
2,3,70,1,3,7.0,5.0,0.1212,0.421875
3,4,56,1,3,4.0,1.0,0.2872,0.17391304347826086
3,4,23,0,2,9.0,3.0,0.0664,0.18518518518518517
4,2,28,1,3,6.0,4.0,0.0421,0.28125
1,2,58,2,5,6.0,1.0,0.0905,0.24
5,2,21,1,2,6.0,1.0,0.0035,0.2978723404255319
3,1,48,0,5,8.0,2.0,0.2449,0.05
3,2,34,1,3,8.0,3.0,0.1075,0.4542839082881606
3,1,50,1,3,4.0,2.0,0.2738,0.5769230769230769
1,4,26,0,2,6.0,1.0,0.0749,0.41828325554259044
4,2,31,1,4,4.0,4.0,0.1564,0.24
5,1,26,1,3,8.0,1.0,0.2735,0.17142857142857143
3,4,74,2,3,7.0,1.0,0.0112,0.24
3,2,68,1,5,5.0,3.0,0.1132,0.5
4,3,23,2,5,4.0,2.0,0.0233,0.13636363636363635
4,4,68,1,3,6.0,1.0,0.1457,0.425531914893617
4,2,49,1,3,9.0,1.0,0.0831,0.5818181818181818
4,4,67,1,3,4.0,3.0,0.198,0.45614035087719296
3,1,44,1,3,2.0,1.0,0.123,0.1724137931034483
1,1,74,1,3,5.0,4.0,0.1312,0.48936170212765956
5,3,71,2,4,7.0,3.0,0.2563,0.48
5,3,62,1,2,9.0,2.0,0.1736,0.13636363636363635
4,2,62,1,2,8.0,1.0,0.1159,0.13636363636363635
3,3,72,2,3,8.0,3.0,0.7537,0.09375
3,1,34,0,2,2.0,2.0,0.2228,0.2019039592391825
3,2,27,2,3,6.0,4.0,0.032,0.13636363636363635
4,2,31,1,3,4.0,4.0,0.1195,0.17142857142857143
1,2,30,0,3,8.0,1.0,0.1439,0.17391304347826086
4,2,49,0,3,5.0,2.0,0.3682,0.24
4,1,28,1,3,4.0,1.0,0.0739,0.6814258624322409
5,1,47,1,3,5.0,2.0,0.0822,0.3191489361702128
1,2,52,0,1,8.0,3.0,0.2269999999999999,0.21428571428571427
3,1,48,0,3,4.0,2.0,0.0946,0.33962264150943394
3,4,55,0,4,6.0,2.0,0.1069,0.17857142857142858
3,1,57,1,4,1.0,5.0,0.222,0.3023255813953488
2,4,38,0,4,4.0,4.0,0.0579,0.38333333333333336
1,4,65,1,3,4.0,2.0,0.3883,0.1951219512195122
4,3,50,1,2,7.0,1.0,0.1975,0.2127659574468085
3,1,22,0,2,7.0,3.0,0.4788,0.13953488372093023
3,4,42,1,2,8.0,3.0,0.2129,0.14285714285714285
4,2,51,0,1,7.0,4.0,0.0625,0.24
5,2,49,1,3,4.0,1.0,0.0366,0.09375
4,3,52,1,3,6.0,2.0,0.1175,0.24
5,2,60,1,3,5.0,1.0,0.7634,0.2978723404255319
3,4,61,1,2,4.0,3.0,0.288,0.5
5,3,28,0,3,3.0,4.0,0.1484,0.5538461538461539
2,2,26,0,1,5.0,4.0,0.0529,0.18518518518518517
3,2,56,2,5,8.0,5.0,0.0058,0.3333333333333333
5,1,53,0,3,8.0,1.0,0.1714,0.4290459133832628
4,2,65,0,3,5.0,1.0,0.1563,0.36363636363636365
4,3,73,2,5,1.0,1.0,0.0215,0.43636363636363634
3,3,25,1,3,5.0,1.0,0.1593,0.5689655172413793
1,2,41,0,1,8.0,2.0,0.1062,0.24
3,3,47,1,2,5.0,2.0,0.0997,0.25
3,2,25,1,3,10.0,3.0,0.2101,0.32558139534883723
5,3,38,1,3,8.0,2.0,0.0983,0.23404255319148937
4,4,20,1,2,8.0,1.0,0.183,0.3333333333333333
3,1,38,0,1,8.0,1.0,0.5212,0.17857142857142858
4,4,61,0,1,3.0,4.0,0.1461,0.3142857142857143
3,3,62,0,3,9.0,1.0,0.1351,0.24
3,3,67,0,2,3.0,4.0,0.1489,0.1111111111111111
3,4,55,0,3,5.0,1.0,0.5725,0.5538461538461539
3,3,46,1,2,7.0,2.0,0.0002,0.403807918478365
3,2,37,0,3,5.0,4.0,0.2495,0.6333333333333333
3,1,73,0,1,6.0,3.0,0.4184,0.3333333333333333
3,1,30,0,3,8.0,4.0,0.3186,0.46774193548387094
3,1,38,1,4,7.0,1.0,0.5975,0.34285714285714286
3,1,64,1,2,5.0,2.0,0.0617,0.2777777777777778
3,2,50,1,4,7.0,3.0,0.2208,0.576271186440678
4,1,44,0,3,4.0,1.0,0.0505,0.5625
3,1,37,1,3,8.0,1.0,0.0896,0.14814814814814814
3,4,69,0,3,5.0,4.0,0.1015,0.17391304347826086
3,4,53,2,3,7.0,4.0,0.0122,0.325
4,1,41,0,4,7.0,3.0,0.0541,0.24
3,1,49,1,3,5.0,1.0,0.2679,0.5185185185185185
3,3,28,1,2,6.0,3.0,0.2645,0.5294117647058824
3,4,72,0,2,8.0,4.0,0.0849,0.21875
4,3,23,0,2,7.0,3.0,0.0125,0.46153846153846156
3,1,40,0,3,5.0,4.0,0.1311,0.3888888888888889
5,2,72,0,3,3.0,2.0,0.0008,0.24
5,1,37,2,4,4.0,3.0,0.0031,0.6290322580645161
3,3,71,1,3,6.0,1.0,0.0507,0.3333333333333333
5,3,41,0,4,5.0,4.0,0.0271,0.36363636363636365
3,1,70,2,1,5.0,2.0,0.1522,0.10095197961959125
3,2,32,1,2,5.0,2.0,0.2721,0.06451612903225806
5,2,54,1,1,5.0,1.0,0.0978,0.17391304347826086
3,4,49,2,2,5.0,3.0,0.0193,0.22580645161290322
2,1,64,0,4,3.0,4.0,0.2638,0.4666666666666667
3,2,29,1,3,9.0,2.0,0.3566,0.15384615384615385
4,1,32,0,1,2.0,2.0,0.1371,0.2
2,1,58,2,3,10.0,1.0,0.1994,0.6333333333333333
1,1,28,2,3,6.0,2.0,0.2834,0.27906976744186046
4,1,48,0,5,6.0,1.0,0.0444,0.09523809523809523
5,2,73,1,3,5.0,2.0,0.1761,0.4032258064516129
5,2,26,1,3,6.0,2.0,0.0544,0.14814814814814814
4,3,72,1,2,6.0,3.0,0.0377,0.5740740740740741
3,1,60,0,3,5.0,1.0,0.0496,0.13636363636363635
2,2,28,0,4,5.0,3.0,0.5557,0.09523809523809523
4,3,47,0,3,8.0,1.0,0.7045,0.13636363636363635
3,3,51,1,2,10.0,4.0,0.1134,0.13636363636363635
3,3,64,1,3,6.0,1.0,0.2901,0.3888888888888889
2,3,52,1,3,6.0,1.0,0.125,0.2777777777777778
5,4,64,1,3,8.0,3.0,0.06,0.20833333333333334
4,1,43,2,4,4.0,4.0,0.2862,0.18518518518518517
3,1,74,0,3,6.0,1.0,0.2962,0.21875
2,1,45,2,5,5.0,3.0,0.2806,0.1724137931034483
4,3,59,1,2,10.0,1.0,0.2546,0.13636363636363635
3,2,41,1,3,8.0,4.0,0.6576,0.38596491228070173
4,4,25,0,1,8.0,2.0,0.0127,0.22580645161290322
3,1,58,1,2,3.0,4.0,0.0518,0.2307769685752223
2,2,45,0,3,8.0,1.0,0.1588,0.5166666666666667
3,1,43,1,3,6.0,5.0,0.1257,0.09523809523809523
3,3,71,1,2,6.0,1.0,0.0989,0.36363636363636365
3,4,32,0,2,7.0,4.0,0.2867,0.20833333333333334
2,1,55,0,3,5.0,3.0,0.4139,0.12618997452448905
5,1,33,1,3,10.0,4.0,0.1492,0.09523809523809523
5,2,29,1,3,3.0,1.0,0.4365,0.4576271186440678
4,3,43,0,2,5.0,4.0,0.1097,0.1935483870967742
4,2,71,2,4,8.0,1.0,0.1375,0.20833333333333334
3,3,68,0,3,5.0,3.0,0.7049,0.5084745762711864
3,1,67,0,1,4.0,3.0,0.1544,0.14814814814814814
1,1,24,1,3,7.0,3.0,0.1414,0.24
3,2,41,1,3,5.0,1.0,0.1021,0.4791666666666667
4,4,63,1,2,10.0,1.0,0.0471,0.4230769230769231
3,3,30,0,2,8.0,1.0,0.5802,0.3728813559322034
4,3,20,1,2,7.0,2.0,0.2641,0.6101694915254238
3,3,51,0,5,5.0,1.0,0.163,0.20833333333333334
3,2,43,1,4,3.0,3.0,0.5918,0.4883720930232558
4,4,50,0,3,4.0,4.0,0.2686,0.35294117647058826
3,3,55,1,2,4.0,4.0,0.6889,0.2972972972972973
2,1,24,1,1,6.0,1.0,0.106,0.5230769230769231
4,3,67,0,3,5.0,2.0,0.1927,0.15142796942938686
3,3,65,1,1,5.0,1.0,0.0579,0.19148936170212766
3,1,33,1,3,7.0,2.0,0.1056,0.07692307692307693
3,3,52,0,3,6.0,3.0,0.0291,0.18518518518518517
3,1,70,1,4,8.0,1.0,0.1566,0.20833333333333334
3,4,58,0,3,6.0,2.0,0.1608,0.515625
5,3,66,0,3,8.0,4.0,0.0221,0.24242424242424243
4,2,69,1,5,7.0,1.0,0.0221,0.5
3,1,22,0,1,5.0,2.0,0.0844,0.5384615384615384
4,1,56,0,3,1.0,1.0,0.1889,0.4583333333333333
2,3,63,1,3,5.0,4.0,0.1542,0.3695652173913043
4,4,54,0,2,6.0,3.0,0.0468,0.30420600403097486
4,4,23,1,3,7.0,3.0,0.0149,0.4186046511627907
3,4,51,0,4,8.0,1.0,0.0669,0.4888888888888889
3,3,56,1,2,5.0,4.0,0.2138,0.37142857142857144
4,3,54,1,2,8.0,3.0,0.2877,0.20833333333333334
1,2,29,1,2,8.0,4.0,0.1964,0.4489795918367347
4,3,56,0,4,6.0,4.0,0.5781,0.34285714285714286
1,1,42,1,2,5.0,3.0,0.0939,0.05
3,4,33,0,4,6.0,1.0,0.1826,0.3333333333333333
4,3,51,1,3,6.0,1.0,0.2544,0.31869200422292604
3,4,49,1,2,7.0,1.0,0.0873,0.17857142857142858
1,1,67,1,3,5.0,4.0,0.1892,0.05
4,4,36,0,2,7.0,3.0,0.1917,0.1724137931034483
3,1,39,1,4,4.0,3.0,0.0781,0.12195121951219512
4,2,72,1,2,8.0,3.0,0.0322,0.3793103448275862
4,3,73,1,2,7.0,1.0,0.2456,0.21739130434782608
3,3,41,1,5,2.0,1.0,0.0436,0.3333333333333333
3,2,20,1,2,6.0,4.0,0.0719,0.6309498726224453
4,1,52,1,2,6.0,3.0,0.1044,0.5416666666666666
2,4,56,1,3,7.0,2.0,0.6784,0.2777777777777778
3,2,49,1,4,8.0,1.0,0.1237,0.5964912280701754
3,1,71,2,3,5.0,2.0,0.0925,0.29411764705882354
4,4,28,0,2,7.0,3.0,0.1114,0.40816326530612246
4,4,69,0,2,8.0,2.0,0.1939,0.21428571428571427
1,1,24,1,3,8.0,1.0,0.2377,0.20833333333333334
4,4,46,2,2,5.0,3.0,0.0701,0.18518518518518517
3,4,71,1,4,2.0,3.0,0.255,0.20833333333333334
3,4,35,1,3,6.0,2.0,0.1996,0.325
5,1,39,1,3,9.0,1.0,0.1679,0.2631578947368421
2,3,74,0,1,4.0,3.0,0.3245,0.2391304347826087
3,1,38,1,2,9.0,1.0,0.037,0.80761583695673
1,4,46,0,2,4.0,2.0,0.0646,0.20689655172413793
3,4,33,1,3,1.0,4.0,0.2716,0.32558139534883723
2,3,67,1,3,2.0,2.0,0.04,0.1111111111111111
3,2,63,2,2,1.0,4.0,0.2774,0.47952190319305843
4,1,55,0,1,5.0,1.0,0.152,0.2702702702702703
4,2,70,0,4,3.0,3.0,0.1153,0.3137254901960784
4,3,31,0,3,3.0,3.0,0.4267,0.2894736842105263
3,3,34,0,3,8.0,4.0,0.0996,0.4482758620689655
2,1,25,0,3,5.0,2.0,0.1336,0.30434782608695654
3,4,50,1,2,8.0,1.0,0.095,0.3191489361702128
3,1,29,0,2,6.0,4.0,0.0056,0.13636363636363635
2,3,38,1,2,7.0,4.0,0.1787,0.11538461538461539
2,3,61,0,2,10.0,2.0,0.0064,0.3709677419354839
1,2,46,1,2,9.0,5.0,0.0306,0.20588235294117646
4,4,70,1,3,4.0,1.0,0.0837,0.23255813953488372
5,3,70,2,4,8.0,2.0,0.2742,0.20833333333333334
4,1,48,1,2,5.0,1.0,0.017,0.17391304347826086
3,3,22,0,3,6.0,1.0,0.0433,0.14814814814814814
4,2,74,0,3,5.0,2.0,0.1382,0.09523809523809523
4,3,70,1,3,7.0,1.0,0.2911,0.3829787234042553
3,2,66,1,5,2.0,2.0,0.1262,0.53125
3,2,34,1,2,6.0,2.0,0.2828,0.26666666666666666
4,2,71,2,1,2.0,5.0,0.0124,0.3584905660377358
4,2,45,1,4,8.0,2.0,0.1925,0.4153846153846154
3,4,36,1,2,8.0,1.0,0.1161,0.22580645161290322
4,1,47,1,3,1.0,4.0,0.102,0.34210526315789475
3,1,68,0,2,4.0,1.0,0.2313,0.13636363636363635
3,1,57,2,2,8.0,3.0,0.1998,0.529997893002854
4,3,45,1,2,6.0,3.0,0.2577,0.39215686274509803
3,4,73,1,4,8.0,4.0,0.0433,0.453125
4,2,44,2,4,1.0,1.0,0.1737,0.2702702702702703
4,2,59,1,2,8.0,3.0,0.2586,0.37142857142857144
3,1,29,0,3,5.0,3.0,0.0845,0.3673469387755102
1,4,55,2,3,10.0,1.0,0.0754,0.45901639344262296
3,1,62,1,5,4.0,4.0,0.0134,0.5166666666666667
4,4,70,1,3,5.0,1.0,0.2915,0.2978723404255319
2,1,45,0,5,8.0,3.0,0.268,0.5423728813559322
4,1,42,0,3,1.0,4.0,0.348,0.55
2,1,20,0,2,8.0,2.0,0.1308,0.29545454545454547
3,2,20,0,2,5.0,2.0,0.1323,0.17857142857142858
4,2,57,0,3,6.0,1.0,0.1711,0.2222222222222222
5,3,25,0,4,5.0,3.0,0.1386,0.37209302325581395
4,2,22,0,1,4.0,1.0,0.0072,0.4
4,2,54,1,3,5.0,3.0,0.4593,0.18518518518518517
3,4,21,1,4,4.0,4.0,0.2206,0.7319018522420365
2,0,54,2,4,7.0,4.0,0.0156,0.0
4,2,51,1,3,4.0,1.0,0.2794,0.3275862068965517
3,4,53,0,3,4.0,2.0,0.3287,0.14814814814814814
2,4,21,1,5,5.0,4.0,0.2178,0.46
3,3,39,1,3,6.0,2.3878952639862643,0.0856,0.38243040506751125
3,1,35,1,1,8.0,1.0,0.8365,0.4444444444444444
4,3,45,1,4,8.0,1.0,0.2726,0.24
4,3,54,1,1,4.0,2.0,0.2337,0.3392857142857143
4,3,51,2,4,5.0,1.0,0.0494,0.2549019607843137
4,1,59,1,2,5.0,1.0,0.1463,0.5076923076923077
3,1,43,1,1,2.0,2.0,0.0487,0.41304347826086957
5,2,50,1,3,4.0,3.0,0.4921,0.28205128205128205
3,4,69,1,3,2.0,4.0,0.0364,0.33462660443407233
4,2,35,0,3,6.0,1.0,0.1103,0.25
1,1,30,2,3,8.0,3.0,0.1702,0.42857142857142855
1,4,60,1,3,5.0,4.0,0.1177,0.38333333333333336
5,4,67,1,3,8.0,2.0,0.141,0.4067796610169492
4,3,41,0,5,5.0,2.0,0.1352,0.11538461538461539
4,4,73,1,3,6.0,1.0,0.1202,0.5692307692307692
3,1,46,0,3,9.0,4.0,0.0493,0.36363636363636365
3,2,66,0,3,5.0,1.0,0.1775,0.14814814814814814
3,1,46,1,4,7.0,4.0,0.0244,0.2
3,4,49,2,5,6.0,3.0,0.1485,0.1766659643342847
3,0,59,1,3,4.0,2.0,0.0293,0.0
3,2,53,0,1,6.0,4.0,0.1646,0.17391304347826086
1,0,61,1,4,10.0,1.0,0.1263,0.0
2,2,56,0,2,1.0,4.0,0.0394,0.06451612903225806
3,2,65,1,3,10.0,4.0,0.289,0.17857142857142858
5,3,70,2,1,8.0,1.0,0.1121,0.5306122448979592
2,3,64,0,1,5.0,2.0,0.7109,0.17857142857142858
1,4,57,1,2,3.0,4.0,0.0283,0.20689655172413793
3,3,56,0,3,5.0,1.0,0.2859,0.13636363636363635
4,1,45,0,2,8.0,1.0,0.4068,0.358974358974359
2,2,64,1,1,8.0,3.0,0.2569,0.3559322033898305
3,1,28,1,3,10.0,2.0,0.7649,0.24242424242424243
3,4,49,1,2,5.0,2.0,0.1075,0.5076923076923077
3,4,65,1,4,2.0,1.0,0.0907,0.5510204081632653
4,3,63,1,5,6.0,2.0,0.2252,0.14285714285714285
3,4,68,0,1,6.0,2.0,0.2644,0.15384615384615385
5,3,59,2,2,5.0,3.0,0.0995,0.21621621621621623
3,2,72,1,3,7.0,1.0,0.1989,0.25
2,4,34,1,4,9.0,3.0,0.0853,0.35
1,0,47,0,3,4.0,3.0,0.5126,0.0
3,2,21,1,2,10.0,2.0,0.0069999999999999,0.6451612903225806
1,3,24,0,1,1.0,2.0,0.351,0.26666666666666666
4,1,56,0,1,8.0,1.0,0.0391,0.21212121212121213
3,3,41,1,3,6.0,3.0,0.1185,0.37209302325581395
3,2,72,1,3,5.0,3.0,0.0617,0.07692307692307693
4,2,33,1,1,7.0,2.0,0.6111,0.21428571428571427
5,1,24,1,2,8.0,1.0,0.0893,0.24
4,1,45,1,5,6.0,3.0,0.0579,0.13636363636363635
4,2,44,2,2,10.0,2.0,0.2235,0.546875
4,2,49,2,2,5.0,2.0,0.0736,0.5932203389830508
5,2,41,0,1,8.0,4.0,0.439,0.2702702702702703
3,4,70,0,3,9.0,2.0,0.0777,0.34210526315789475
4,1,48,1,3,6.0,1.0,0.0836,0.1111111111111111
4,1,67,0,2,8.0,2.0,0.0146,0.24
4,4,67,2,4,7.0,3.0,0.0766,0.15625
3,4,34,0,3,9.0,3.0,0.3864,0.1766659643342847
2,2,22,1,2,5.0,4.0,0.228,0.41025641025641024
1,2,50,0,3,9.0,2.0,0.2368,0.3888888888888889
1,1,28,1,5,10.0,4.0,0.1923,0.18518518518518517
2,4,45,1,2,8.0,1.0,0.1151,0.3018867924528302
1,2,44,2,4,6.0,4.0,0.1065,0.11904761904761904
5,2,73,0,2,1.0,4.0,0.1033,0.3028559388587737
3,4,28,1,4,9.0,2.0,0.1889,0.2641509433962264
3,2,37,1,5,10.0,4.0,0.1074,0.3333333333333333
3,1,39,0,3,8.0,2.0,0.3137,0.05
3,1,33,2,2,4.0,4.0,0.0131,0.20833333333333334
3,4,42,1,4,8.0,4.0,0.1413,0.35714285714285715
4,3,28,0,4,4.0,1.0,0.1069,0.2972972972972973
3,4,54,1,3,5.0,5.0,0.2134,0.14814814814814814
3,1,50,1,1,8.0,1.0,0.0716,0.46808510638297873
2,4,31,0,2,4.0,2.0,0.1902,0.19444444444444445
3,1,64,0,5,6.0,2.0,0.2923,0.5333333333333333
4,2,37,1,3,7.0,2.0,0.0035,0.6031746031746031
3,2,61,0,2,8.0,1.0,0.0484,0.41818181818181815
3,3,51,1,2,6.0,1.0,0.1116,0.2413793103448276
4,1,68,2,2,5.0,2.0,0.0263,0.20833333333333334
1,2,35,1,3,3.0,2.0,0.6832,0.23333333333333334
3,2,47,0,1,4.0,2.0,0.173,0.5
1,1,39,0,4,9.0,1.0,0.1026,0.14705882352941177
3,3,32,2,3,5.0,2.0,0.2639,0.4
4,2,38,0,5,9.0,3.0,0.0197,0.1111111111111111
4,1,60,1,3,9.0,4.0,0.0394,0.2926829268292683
4,4,57,2,1,9.0,1.0,0.0191,0.45098039215686275
3,1,37,0,2,5.0,2.0,0.0283,0.1111111111111111
3,2,59,0,3,4.0,1.0,0.1737,0.41025641025641024
3,2,51,0,3,10.0,1.0,0.1327,0.16129032258064516
3,3,39,1,2,6.0,4.0,0.0354,0.14814814814814814
3,1,38,1,3,3.0,2.0,0.0013,0.25806451612903225
1,1,44,1,2,8.0,2.0,0.2438,0.32558139534883723
2,3,27,1,5,7.0,2.0,0.1112,0.5
4,3,58,1,3,9.0,4.0,0.7999,0.13636363636363635
3,1,56,0,4,6.0,1.0,0.0338,0.05
4,2,68,1,2,5.0,2.0,0.4515,0.43636363636363634
1,2,33,1,4,5.0,2.0,0.8278,0.5098039215686274
5,4,34,1,1,9.0,1.0,0.1723,0.23404255319148937
4,2,70,2,2,8.0,4.0,0.0616,0.28846153846153844
3,2,53,1,2,8.0,5.0,0.0039,0.15142796942938686
2,2,70,1,4,4.0,2.0,0.0333,0.46808510638297873
5,4,36,1,5,6.0,2.0,0.1683,0.20833333333333334
4,3,46,2,2,4.0,1.0,0.1086,0.19444444444444445
3,2,46,0,2,6.0,1.0,0.1689999999999999,0.17073170731707318
3,2,42,1,1,6.0,3.0,0.1306,0.2571428571428571
3,3,27,1,2,6.0,1.0,0.0366,0.5873015873015873
2,4,29,1,4,10.0,3.0,0.0159,0.5967741935483871
3,4,49,1,4,7.0,1.0,0.2189999999999999,0.4576271186440678
4,1,31,0,1,5.0,3.0,0.1282,0.5166666666666667
3,4,63,1,1,5.0,1.0,0.1208,0.2553191489361702
3,3,70,1,3,6.0,3.0,0.2413,0.38
2,4,67,1,2,1.0,3.0,0.0627,0.46153846153846156
1,2,45,1,2,7.0,4.0,0.1763,0.4791666666666667
2,2,69,0,5,8.0,1.0,0.1801,0.38333333333333336
3,3,66,1,2,6.0,4.0,0.3201,0.11538461538461539
5,3,30,1,1,4.0,2.0,0.1152,0.5185185185185185
2,4,40,2,2,3.0,2.0,0.0066,0.1935483870967742
4,3,60,0,2,6.0,1.0,0.1448,0.24
2,4,42,2,3,4.0,3.0,0.8665,0.275
5,3,72,1,4,8.0,3.0,0.0015,0.603448275862069
5,4,20,1,4,8.0,4.0,0.1451,0.4542839082881606
4,4,25,1,3,4.0,3.0,0.1143,0.24
3,4,69,1,3,7.0,4.0,0.0737,0.1935483870967742
4,3,71,1,3,4.0,3.0,0.2126,0.38596491228070173
4,1,51,0,2,2.0,2.0,0.0579,0.025237994904897813
5,0,41,1,3,4.0,1.0,0.1468,0.0
1,3,28,0,3,6.0,2.0,0.1097,0.3541666666666667
2,2,35,1,5,5.0,2.0,0.1998,0.24
4,2,59,0,5,9.0,3.0,0.0395,0.18518518518518517
2,1,72,0,3,5.0,3.0,0.2596,0.5517241379310345
3,2,62,1,4,9.0,1.0,0.0403,0.14705882352941177
3,1,73,0,2,10.0,3.0,0.0206,0.2974458706080643
3,1,58,1,3,5.0,4.0,0.0776,0.2974458706080643
3,4,47,1,2,5.0,4.0,0.1214,0.42
1,0,37,1,2,10.0,3.0,0.1843,0.0
3,4,43,0,4,6.0,1.0,0.1147,0.24
3,0,62,0,1,8.0,1.0,0.1946,0.0
3,4,20,2,4,1.0,4.0,0.5936,0.44680851063829785
4,4,43,0,1,1.0,4.0,0.0496,0.6057118777175474
1,2,50,2,3,4.0,4.0,0.2574,0.18181818181818182
3,1,66,1,3,4.0,2.0,0.0244,0.5740740740740741
5,1,69,0,2,5.0,3.0,0.0471,0.3968253968253968
3,1,44,0,3,4.0,4.0,0.0074,0.13333333333333333
4,4,57,1,3,6.0,1.0,0.1339,0.358974358974359
4,1,37,1,4,10.0,3.0,0.0151,0.05
1,3,72,0,1,6.0,3.0,0.1714,0.5892857142857143
4,4,42,2,3,7.0,1.0,0.1748,0.20833333333333334
3,1,65,1,1,6.0,2.0,0.1585,0.5833333333333334
3,2,36,1,3,6.0,3.0,0.261,0.09523809523809523
1,4,34,1,3,9.0,3.0,0.0335,0.6333333333333333
3,4,57,0,3,5.0,2.0,0.0759,0.4909090909090909
2,1,44,2,1,6.0,1.0,0.2594,0.6615384615384615
4,1,62,1,3,9.0,2.0,0.035,0.44642857142857145
3,2,23,1,4,4.0,4.0,0.1566,0.45454545454545453
1,1,51,1,1,6.0,1.0,0.0169,0.2826086956521739
4,3,49,0,3,6.0,1.0,0.1584,0.4166666666666667
3,2,23,2,3,6.0,3.0,0.1738,0.3611111111111111
4,1,65,0,1,4.0,2.0,0.0983,0.24
4,4,65,1,1,4.0,4.0,0.2658,0.15625
3,4,71,0,4,5.0,1.0,0.2123,0.2765957446808511
3,2,45,1,3,5.0,5.0,0.2422,0.35294117647058826
2,2,47,1,2,8.0,1.0,0.05,0.13636363636363635
3,2,40,0,3,5.0,3.0,0.1408,0.23333333333333334
2,2,63,1,2,7.0,1.0,0.2183,0.2271419541440803
5,2,36,0,2,8.0,1.0,0.127,0.09523809523809523
5,3,49,0,2,8.0,2.0,0.7716,0.13636363636363635
5,4,25,1,5,5.0,1.0,0.2802,0.5
4,3,25,1,2,5.0,3.0,0.087,0.4782608695652174
