Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,Predicciones
F,28.0,1,Married,Lebanon,R&D,Conceptual,4.0,4,26,0,1,8.0,type2,3.0,0
M,64.0,4,Single,Franklin,R&D,Analytical,35.0,2,41,1,3,8.0,type2,1.0,1
F,60.0,3,Married,Springfield,R&D,Behavioral,31.0,1,53,1,4,5.0,type2,2.0,1
M,36.0,2,Single,Franklin,Accounting and Finance,Behavioral,10.0,2,42,1,5,4.0,type2,4.0,1
M,27.0,4,Married,Lebanon,Logistics,Conceptual,4.0,2,41,1,4,6.0,type0,3.0,1
F,50.0,3,Married,Lebanon,Marketing,Directive,15.0,4,47,0,3,4.0,type2,3.0,1
F,47.0,4,Married,Lebanon,Purchasing,Analytical,17.0,1,71,1,4,6.0,type3,2.0,0
M,19.0,3,Married,Springfield,Sales,Behavioral,0.0,0,72,2,4,7.0,type2,3.0,1
M,24.0,1,Single,Franklin,Operarions,Conceptual,5.0,2,39,2,1,5.0,type3,3.0,1
F,62.0,3,Single,Springfield,Marketing,Behavioral,24.0,1,24,1,1,6.0,type4,2.0,0
F,24.0,4,Single,Washington,Logistics,Directive,5.0,2,71,2,4,8.0,type3,1.0,0
F,49.0,3,Single,Washington,Operarions,Behavioral,26.0,4,46,1,3,7.0,type2,2.0,1
F,24.0,3,Married,Clinton,Marketing,Conceptual,5.0,1,20,1,4,7.0,type4,2.0,0
F,34.0,3,Married,Springfield,IT,Conceptual,7.0,1,58,0,3,6.0,type3,2.0,0
F,44.0,3,Single,Springfield,IT,Conceptual,17.0,2,45,2,3,5.0,type2,1.0,1
M,43.0,3,Married,Springfield,Production,Analytical,6.0,1,22,0,2,7.0,type0,3.0,1
F,32.0,2,Married,Franklin,R&D,Directive,3.0,3,62,2,1,8.0,type3,3.0,1
M,28.0,3,Married,Washington,Sales,Behavioral,4.0,1,65,0,1,3.0,type2,2.0,0
M,42.0,4,Married,Lebanon,Operarions,Behavioral,15.0,3,59,1,2,10.0,type2,1.0,0
M,65.0,4,Married,Washington,Operarions,Conceptual,29.0,2,57,0,3,4.0,type3,4.0,0
F,51.0,2,Married,Franklin,Logistics,Analytical,14.0,1,64,1,5,6.0,type2,2.0,1
F,35.0,1,Single,Franklin,IT,Directive,8.0,2,64,0,1,3.0,type3,2.0,0
F,31.0,3,Married,Clinton,Human Resource Management,Directive,3.0,1,32,0,3,9.0,type2,1.0,1
F,23.0,3,Single,Lebanon,Sales,Conceptual,4.0,4,73,1,3,7.0,type2,2.0,0
F,25.0,3,Married,Springfield,IT,Conceptual,6.0,2,21,1,3,5.0,type2,3.0,1
F,65.0,1,Single,Lebanon,R&D,Directive,41.0,4,24,1,1,6.0,type2,3.0,0
M,31.0,3,Single,Springfield,Operarions,Directive,8.0,3,33,0,4,10.0,type2,3.0,1
F,42.0,4,Single,Franklin,Purchasing,Analytical,7.0,4,71,1,1,8.0,type3,1.0,1
M,28.0,3,Single,Springfield,Logistics,Behavioral,4.0,3,28,2,3,8.0,type3,1.0,0
M,39.0,5,Single,Lebanon,IT,Analytical,11.0,2,50,1,3,4.0,type3,3.0,1
M,52.0,1,Married,Lebanon,R&D,Behavioral,15.0,1,62,2,2,5.0,type2,3.0,0
M,27.0,3,Married,Clinton,IT,Conceptual,3.0,1,57,0,2,4.0,type2,2.0,1
F,27.0,4,Single,Lebanon,IT,Directive,3.0,2,49,1,3,3.0,type1,2.0,0
F,28.0,4,Married,Clinton,R&D,Directive,6.0,1,38,1,3,3.0,type3,3.0,0
F,58.0,4,Married,Lebanon,Accounting and Finance,Behavioral,27.0,3,48,0,2,6.0,type2,1.0,0
F,43.0,3,Single,Lebanon,Sales,Directive,7.0,3,32,2,2,8.0,type3,3.0,0
F,40.0,3,Married,Washington,Accounting and Finance,Directive,13.0,1,52,0,1,4.0,type2,1.0,0
M,57.0,3,Married,Franklin,R&D,Analytical,26.0,1,61,1,2,10.0,type2,2.0,0
F,42.0,4,Single,Franklin,Purchasing,Analytical,7.0,4,71,1,1,8.0,type3,1.0,1
F,53.0,4,Single,Franklin,Logistics,Analytical,29.0,2,22,0,2,4.0,type2,4.0,1
M,60.0,1,Married,Lebanon,IT,Conceptual,28.0,1,45,2,4,8.0,type2,3.0,0
F,29.0,3,Single,Franklin,IT,Directive,5.0,1,35,0,1,10.0,type2,3.0,0
F,51.0,3,Single,Lebanon,IT,Analytical,22.0,4,32,1,2,8.0,type2,1.0,1
M,27.0,3,Married,Springfield,R&D,Conceptual,4.0,1,36,0,2,7.0,type2,4.0,1
F,28.0,3,Married,Springfield,IT,Directive,5.0,1,38,0,1,8.0,type2,1.0,1
M,49.0,3,Married,Washington,Operarions,Directive,13.0,3,23,1,4,6.0,type2,4.0,1
F,28.0,3,Married,Springfield,IT,Directive,5.0,1,38,0,1,8.0,type2,1.0,1
F,34.0,4,Married,Washington,IT,Directive,10.0,2,40,1,3,8.0,type2,3.0,0
M,21.0,4,Married,Springfield,Sales,Conceptual,2.0,1,37,1,4,8.0,type3,2.0,0
M,50.0,4,Single,Franklin,Human Resource Management,Conceptual,21.0,4,34,0,5,4.0,type2,4.0,1
F,31.0,4,Single,Lebanon,Production,Directive,3.0,3,46,1,5,7.0,type0,3.0,0
M,35.0,4,Married,Springfield,Human Resource Management,Directive,8.0,3,39,1,4,4.0,type4,3.0,0
F,46.0,3,Married,Clinton,Operarions,Analytical,18.0,2,36,1,3,6.0,type0,2.0,1
F,23.0,4,Married,Franklin,Logistics,Behavioral,4.0,2,71,1,2,6.0,type2,3.0,0
F,37.0,3,Married,Franklin,Sales,Conceptual,14.0,3,54,1,3,8.0,type3,2.0,0
M,47.0,3,Single,Lebanon,Operarions,Analytical,15.0,1,34,1,3,8.0,type4,3.0,0
F,63.0,4,Married,Lebanon,Operarions,Conceptual,38.0,2,37,1,3,7.0,type4,2.0,0
M,64.0,1,Single,Lebanon,Accounting and Finance,Behavioral,30.0,4,42,2,3,2.0,type2,3.0,1
F,31.0,4,Married,Lebanon,Operarions,Directive,5.0,4,37,1,2,6.0,type3,3.0,0
F,47.0,3,Single,Springfield,Sales,Behavioral,17.0,2,34,1,3,4.0,type3,1.0,0
F,21.0,4,Married,Springfield,Accounting and Finance,Analytical,2.0,2,37,0,1,1.0,type3,1.0,0
F,57.0,2,Single,Washington,Operarions,Conceptual,22.0,1,59,1,2,8.0,type3,2.0,0
F,43.0,2,Married,Washington,Human Resource Management,Analytical,14.0,1,55,1,3,6.0,type2,3.0,1
F,22.0,4,Single,Lebanon,R&D,Analytical,3.0,2,39,2,2,6.0,type2,3.0,1
F,43.0,3,Married,Franklin,Sales,Directive,18.0,1,43,0,3,9.0,type2,3.0,0
F,47.0,1,Single,Franklin,Logistics,Directive,12.0,3,20,0,4,7.0,type3,2.0,1
M,48.0,4,Married,Springfield,Logistics,Directive,14.0,3,23,1,2,4.0,type2,4.0,1
F,60.0,1,Married,Clinton,IT,Conceptual,27.0,3,25,0,1,6.0,type2,2.0,1
F,25.0,5,Single,Lebanon,Human Resource Management,Directive,6.0,4,38,0,5,5.0,type3,4.0,1
M,55.0,3,Married,Washington,Sales,Directive,20.0,1,40,1,3,2.0,type2,1.0,1
M,47.0,1,Single,Lebanon,Accounting and Finance,Behavioral,14.0,3,38,1,4,6.0,type3,1.0,0
F,51.0,2,Married,Franklin,Logistics,Analytical,14.0,1,64,1,5,6.0,type2,2.0,1
M,22.0,4,Single,Springfield,IT,Conceptual,3.0,3,59,1,4,8.0,type2,1.0,1
M,24.0,1,Single,Franklin,Operarions,Conceptual,5.0,2,39,2,1,5.0,type3,3.0,1
M,47.0,3,Married,Franklin,IT,Analytical,13.0,4,28,1,3,8.0,type3,2.0,0
F,30.0,4,Single,Lebanon,R&D,Directive,7.0,3,65,0,3,2.0,type3,2.0,0
M,53.0,3,Married,Washington,IT,Behavioral,15.0,3,48,1,4,9.0,type3,1.0,0
F,37.0,2,Married,Springfield,Logistics,Analytical,10.0,1,46,1,1,6.0,type2,4.0,1
F,24.0,4,Married,Springfield,Operarions,Analytical,5.0,3,45,1,2,5.0,type2,1.0,1
M,45.0,1,Married,Franklin,IT,Behavioral,20.0,1,40,1,3,6.0,type2,4.0,0
F,25.0,5,Married,Lebanon,Accounting and Finance,Directive,6.0,2,26,1,3,5.0,type2,1.0,1
F,37.0,3,Married,Lebanon,Human Resource Management,Behavioral,11.0,4,39,0,3,8.0,type2,1.0,0
F,31.0,3,Married,Franklin,Security,Analytical,6.0,3,61,1,4,4.0,type2,3.0,1
F,19.0,3,Married,Springfield,IT,Analytical,0.0,0,25,1,4,4.0,type0,2.0,1
F,49.0,3,Married,Lebanon,R&D,Directive,10.0,3,36,2,2,6.0,type2,3.0,1
F,22.0,3,Married,Franklin,R&D,Conceptual,3.0,2,37,1,1,4.0,type0,2.0,0
M,32.0,3,Married,Springfield,Human Resource Management,Analytical,3.0,1,53,2,1,6.0,type4,2.0,0
M,56.0,3,Single,Franklin,Logistics,Conceptual,30.0,2,62,1,3,4.0,type2,2.0,0
F,20.0,1,Single,Franklin,Sales,Directive,1.0,1,73,1,1,6.0,type3,3.0,1
F,42.0,4,Married,Lebanon,Purchasing,Conceptual,8.0,1,49,1,2,7.0,type3,3.0,1
M,22.0,5,Married,Lebanon,Sales,Analytical,3.0,3,49,1,4,4.0,type2,3.0,1
F,33.0,4,Single,Washington,Operarions,Conceptual,5.0,1,33,1,2,7.0,type2,2.0,0
M,62.0,3,Married,Lebanon,Sales,Directive,33.0,3,53,2,1,6.0,type2,3.0,1
F,28.0,4,Married,Lebanon,R&D,Directive,5.0,2,47,0,1,8.0,type2,3.0,1
F,57.0,4,Single,Washington,Human Resource Management,Behavioral,28.0,3,66,2,3,2.0,type3,1.0,0
M,53.0,3,Single,Springfield,IT,Analytical,24.0,4,56,2,3,6.0,type4,1.0,1
M,46.0,1,Married,Washington,Accounting and Finance,Conceptual,19.0,2,67,1,1,7.0,type3,1.0,1
F,31.0,4,Married,Washington,Sales,Analytical,7.0,4,56,1,2,4.0,type3,2.0,1
M,21.0,4,Married,Springfield,Human Resource Management,Directive,2.0,2,38,0,3,8.0,type3,3.0,0
M,25.0,4,Single,Lebanon,Purchasing,Conceptual,6.0,1,28,1,2,7.0,type3,3.0,1
F,39.0,3,Married,Springfield,Purchasing,Directive,13.0,1,39,2,3,3.0,type2,3.0,0
M,26.0,4,Single,Washington,Accounting and Finance,Directive,3.0,2,38,0,4,4.0,type2,3.0,1
F,32.0,4,Married,Lebanon,IT,Behavioral,9.0,3,27,1,5,5.0,type2,2.0,1
F,45.0,2,Married,Lebanon,Purchasing,Analytical,18.0,3,22,0,2,4.0,type4,4.0,0
F,22.0,3,Single,Washington,IT,Directive,3.0,1,38,1,3,5.0,type3,1.0,0
F,45.0,4,Married,Washington,IT,Directive,11.0,2,28,0,3,5.0,type3,3.0,1
F,19.0,4,Single,Springfield,IT,Conceptual,0.0,0,42,0,2,6.0,type3,2.0,1
M,64.0,4,Single,Franklin,R&D,Analytical,35.0,2,41,1,3,8.0,type2,1.0,1
F,37.0,2,Married,Franklin,R&D,Conceptual,14.0,3,58,2,3,5.0,type3,3.0,1
M,45.0,1,Single,Lebanon,Quality,Conceptual,10.0,2,38,1,2,9.0,type2,1.0,1
M,32.0,1,Married,Franklin,Operarions,Directive,6.0,3,72,1,2,8.0,type3,1.0,0
F,19.0,1,Single,Washington,Logistics,Analytical,0.0,0,49,1,1,8.0,type2,4.0,1
F,55.0,5,Single,Washington,IT,Conceptual,21.0,3,38,0,4,6.0,type3,2.0,0
M,21.0,1,Single,Washington,Operarions,Behavioral,2.0,1,70,1,5,7.0,type3,4.0,1
M,23.0,1,Single,Clinton,R&D,Directive,4.0,3,72,1,3,3.0,type2,1.0,1
M,43.0,3,Married,Clinton,Purchasing,Analytical,5.0,3,66,1,3,8.0,type2,2.0,1
F,44.0,3,Married,Lebanon,Accounting and Finance,Analytical,11.0,2,49,1,3,4.0,type2,4.0,0
F,51.0,4,Single,Clinton,IT,Analytical,20.0,1,32,1,2,8.0,type3,1.0,0
F,58.0,3,Single,Lebanon,R&D,Analytical,32.0,2,66,1,1,6.0,type2,4.0,1
M,46.0,3,Married,Lebanon,IT,Behavioral,15.0,4,60,1,1,5.0,type2,1.0,0
F,30.0,4,Married,Lebanon,Sales,Conceptual,8.0,1,53,0,5,4.0,type3,3.0,1
F,53.0,4,Single,Lebanon,Operarions,Analytical,31.0,4,29,0,2,6.0,type3,5.0,0
F,60.0,3,Married,Lebanon,Human Resource Management,Conceptual,24.0,2,54,1,5,7.0,type3,1.0,0
F,28.0,1,Married,Lebanon,Purchasing,Behavioral,5.0,3,30,1,3,10.0,type2,2.0,0
M,25.0,4,Married,Springfield,R&D,Analytical,6.0,4,55,2,2,6.0,type2,1.0,0
M,60.0,2,Married,Franklin,Accounting and Finance,Conceptual,34.0,1,66,1,3,5.0,type2,1.0,1
F,21.0,3,Single,Springfield,R&D,Directive,2.0,2,53,1,2,4.0,type2,3.0,1
F,57.0,3,Married,Franklin,Logistics,Behavioral,25.0,3,20,0,1,2.0,type2,2.0,0
F,54.0,3,Married,Washington,Accounting and Finance,Directive,20.0,1,32,0,3,6.0,type2,3.0,1
M,30.0,3,Single,Franklin,Quality,Directive,7.0,3,57,0,3,5.0,type2,4.0,1
F,25.0,4,Married,Lebanon,Logistics,Behavioral,6.0,1,30,2,3,9.0,type2,3.0,0
M,28.0,3,Single,Springfield,Logistics,Analytical,5.0,4,49,0,5,6.0,type3,3.0,1
M,25.0,4,Married,Springfield,Sales,Conceptual,6.0,4,52,0,2,6.0,type3,1.0,0
M,46.0,3,Single,Washington,IT,Behavioral,13.0,3,54,1,3,7.0,type3,2.0,0
M,20.0,4,Single,Springfield,Logistics,Behavioral,1.0,1,68,2,3,3.0,type2,2.0,1
M,32.0,2,Married,Springfield,R&D,Behavioral,5.0,4,39,1,1,4.0,type2,1.0,1
M,27.0,3,Married,Washington,Purchasing,Conceptual,5.0,4,68,0,3,8.0,type3,4.0,1
M,34.0,3,Single,Franklin,Sales,Behavioral,6.0,4,47,0,2,4.0,type4,1.0,1
F,20.0,2,Married,Washington,Logistics,Directive,1.0,1,73,0,3,1.0,type3,1.0,0
F,26.0,4,Married,Clinton,Logistics,Conceptual,4.0,4,73,1,3,8.0,type2,1.0,1
F,64.0,4,Married,Franklin,Logistics,Directive,41.0,4,37,2,3,7.0,type3,1.0,0
F,42.0,5,Married,Lebanon,Operarions,Behavioral,7.0,3,60,1,5,6.0,type3,1.0,0
M,59.0,3,Single,Springfield,Sales,Directive,27.0,2,57,1,2,6.0,type4,1.0,1
M,43.0,4,Married,Springfield,Operarions,Behavioral,7.0,1,30,1,1,6.0,type3,3.0,1
F,35.0,2,Married,Lebanon,Security,Analytical,6.0,3,56,1,3,2.0,type2,3.0,0
F,34.0,2,Single,Springfield,Operarions,Conceptual,5.0,1,26,0,1,8.0,type3,3.0,0
F,25.0,5,Single,Franklin,IT,Analytical,6.0,3,35,0,3,5.0,type2,1.0,0
M,48.0,3,Married,Lebanon,Sales,Behavioral,26.0,3,20,0,2,8.0,type3,1.0,1
M,22.0,3,Married,Franklin,Accounting and Finance,Conceptual,3.0,3,52,1,3,4.0,type2,4.0,0
F,28.0,3,Single,Springfield,R&D,Conceptual,6.0,3,31,1,3,2.0,type2,3.0,1
F,49.0,5,Married,Franklin,Marketing,Behavioral,24.0,2,36,1,2,6.0,type3,2.0,0
M,48.0,3,Single,Lebanon,Security,Directive,19.0,4,26,1,4,2.0,type4,1.0,1
F,32.0,3,Single,Franklin,IT,Conceptual,5.0,1,24,1,2,7.0,type3,3.0,0
F,60.0,4,Married,Springfield,IT,Analytical,26.0,2,56,1,1,8.0,type0,3.0,1
F,36.0,4,Single,Springfield,R&D,Conceptual,9.0,3,66,0,3,8.0,type2,3.0,1
M,56.0,4,Married,Franklin,Operarions,Analytical,23.0,4,30,1,3,8.0,type2,1.0,1
F,49.0,4,Married,Lebanon,Quality,Directive,17.0,3,23,1,3,8.0,type2,1.0,1
M,21.0,5,Married,Springfield,Quality,Analytical,2.0,2,54,0,3,8.0,type3,3.0,1
M,45.0,4,Married,Springfield,Logistics,Behavioral,6.0,1,36,1,3,5.0,type3,1.0,0
M,22.0,3,Married,Clinton,Logistics,Analytical,3.0,3,54,2,1,9.0,type2,1.0,0
F,43.0,2,Married,Washington,Human Resource Management,Analytical,14.0,1,55,1,3,6.0,type2,3.0,1
M,62.0,3,Single,Lebanon,R&D,Directive,34.0,3,21,2,4,9.0,type3,2.0,0
M,23.0,4,Married,Lebanon,Operarions,Conceptual,4.0,1,69,2,3,7.0,type3,1.0,0
M,64.0,3,Married,Springfield,Logistics,Analytical,28.0,4,53,0,4,5.0,type2,4.0,0
F,41.0,2,Married,Washington,Accounting and Finance,Directive,12.0,3,61,1,2,6.0,type2,1.0,1
M,30.0,1,Married,Washington,Purchasing,Conceptual,7.0,2,35,1,3,3.0,type2,2.0,1
M,43.0,4,Single,Lebanon,Marketing,Analytical,11.0,1,59,1,2,5.0,type2,4.0,1
M,26.0,3,Single,Washington,Human Resource Management,Directive,2.0,2,73,1,3,4.0,type3,3.0,0
M,33.0,3,Married,Lebanon,Logistics,Behavioral,11.0,2,55,0,3,6.0,type2,4.0,0
F,60.0,3,Single,Springfield,Operarions,Analytical,32.0,3,44,0,3,10.0,type2,3.0,1
M,41.0,1,Single,Franklin,Sales,Conceptual,8.0,4,65,1,3,4.0,type2,2.0,1
F,57.0,3,Married,Lebanon,IT,Conceptual,29.0,3,47,2,4,5.0,type2,3.0,0
F,27.0,3,Married,Lebanon,Purchasing,Behavioral,5.0,4,42,0,3,9.0,type2,1.0,1
F,54.0,5,Married,Lebanon,R&D,Conceptual,32.0,1,66,1,3,4.0,type2,4.0,1
M,32.0,2,Married,Washington,IT,Directive,5.0,3,72,0,3,8.0,type3,3.0,1
F,27.0,4,Married,Lebanon,Logistics,Behavioral,5.0,4,50,0,3,2.0,type2,4.0,1
M,37.0,3,Single,Washington,Human Resource Management,Behavioral,10.0,2,22,1,2,8.0,type2,2.0,1
F,58.0,4,Single,Lebanon,IT,Directive,31.0,3,58,1,1,8.0,type3,3.0,1
M,54.0,3,Married,Clinton,Accounting and Finance,Conceptual,30.0,3,56,0,4,5.0,type1,3.0,1
M,35.0,2,Married,Franklin,Logistics,Analytical,8.0,3,51,2,1,1.0,type2,3.0,1
F,52.0,4,Married,Washington,Purchasing,Conceptual,27.0,4,65,1,2,5.0,type3,3.0,1
M,65.0,3,Married,Lebanon,IT,Conceptual,34.0,1,45,1,3,6.0,type2,1.0,1
F,53.0,3,Single,Lebanon,Purchasing,Analytical,25.0,4,71,1,3,8.0,type2,3.0,1
F,56.0,4,Single,Lebanon,R&D,Analytical,34.0,2,61,1,3,8.0,type3,2.0,0
M,57.0,2,Married,Franklin,Sales,Conceptual,35.0,4,28,1,4,6.0,type2,3.0,0
F,47.0,3,Single,Clinton,Logistics,Conceptual,24.0,3,40,1,4,8.0,type2,2.0,1
F,61.0,3,Married,Springfield,IT,Behavioral,24.0,4,34,0,3,9.0,type0,2.0,1
F,28.0,3,Married,Franklin,R&D,Behavioral,4.0,4,40,1,3,7.0,type2,4.0,1
F,65.0,5,Married,Franklin,Operarions,Analytical,38.0,4,48,0,1,7.0,type2,1.0,1
M,65.0,4,Married,Franklin,Logistics,Conceptual,42.0,3,25,0,1,8.0,type2,2.0,0
F,44.0,5,Married,Lebanon,Accounting and Finance,Analytical,13.0,3,44,0,2,8.0,type3,3.0,0
M,35.0,1,Married,Washington,Sales,Conceptual,10.0,4,47,0,3,5.0,type3,4.0,0
M,37.0,3,Married,Franklin,IT,Behavioral,15.0,1,44,0,3,4.0,type3,3.0,0
F,62.0,5,Married,Lebanon,IT,Behavioral,39.0,1,37,2,4,4.0,type3,3.0,0
M,38.0,4,Married,Franklin,Logistics,Analytical,10.0,3,20,1,2,6.0,type4,4.0,1
F,37.0,3,Married,Springfield,R&D,Analytical,10.0,2,29,1,3,5.0,type2,1.0,1
F,30.0,3,Married,Franklin,Sales,Behavioral,8.0,3,34,1,4,5.0,type4,3.0,1
M,38.0,2,Single,Washington,Logistics,Conceptual,15.0,4,25,0,3,4.0,type3,2.0,1
F,56.0,1,Single,Clinton,Accounting and Finance,Directive,31.0,2,34,0,2,5.0,type3,2.0,0
M,22.0,3,Single,Lebanon,Operarions,Analytical,3.0,1,68,0,2,4.0,type1,1.0,0
M,63.0,4,Single,Lebanon,Marketing,Conceptual,25.0,2,64,1,3,4.0,type2,3.0,0
M,47.0,3,Married,Springfield,Operarions,Directive,20.0,1,32,0,4,6.0,type2,3.0,1
F,23.0,3,Married,Lebanon,R&D,Analytical,4.0,4,54,0,4,7.0,type3,3.0,1
F,24.0,3,Married,Franklin,Logistics,Analytical,5.0,2,29,0,3,6.0,type3,2.0,0
F,56.0,3,Married,Lebanon,R&D,Analytical,20.0,1,26,1,1,7.0,type2,1.0,1
F,43.0,5,Married,Clinton,R&D,Behavioral,5.0,1,64,1,5,5.0,type2,2.0,1
F,27.0,4,Single,Springfield,Accounting and Finance,Conceptual,3.0,2,71,1,5,5.0,type2,3.0,1
M,26.0,3,Single,Lebanon,IT,Directive,2.0,1,29,2,3,8.0,type3,1.0,1
M,61.0,4,Single,Franklin,Purchasing,Analytical,37.0,2,57,0,1,4.0,type2,3.0,1
M,52.0,3,Married,Washington,Purchasing,Analytical,15.0,1,27,1,3,6.0,type3,2.0,0
F,25.0,4,Married,Springfield,Purchasing,Behavioral,6.0,3,60,0,2,6.0,type2,1.0,0
F,60.0,3,Married,Franklin,IT,Directive,37.0,4,29,0,1,8.0,type2,2.0,1
F,31.0,4,Married,Lebanon,Accounting and Finance,Analytical,7.0,3,51,1,5,5.0,type2,4.0,0
F,58.0,3,Married,Washington,Purchasing,Analytical,35.0,4,71,0,5,8.0,type2,4.0,0
M,31.0,4,Married,Washington,Accounting and Finance,Conceptual,2.0,2,62,0,5,6.0,type2,2.0,1
F,40.0,1,Married,Lebanon,Sales,Conceptual,14.0,4,45,2,3,4.0,type3,1.0,0
F,22.0,3,Married,Franklin,Accounting and Finance,Directive,3.0,3,46,1,4,4.0,type3,3.0,1
M,28.0,3,Married,Washington,Sales,Behavioral,4.0,1,65,0,1,3.0,type2,2.0,0
F,36.0,3,Married,Clinton,Operarions,Behavioral,9.0,2,35,0,3,6.0,type2,1.0,1
F,37.0,3,Single,Lebanon,Operarions,Behavioral,12.0,3,55,1,2,6.0,type2,1.0,0
F,32.0,3,Single,Washington,Quality,Conceptual,7.0,1,58,0,5,3.0,type2,1.0,0
M,43.0,2,Married,Franklin,Logistics,Directive,18.0,1,45,0,1,7.0,type3,3.0,1
F,28.0,3,Married,Lebanon,Logistics,Conceptual,6.0,3,66,0,4,8.0,type2,3.0,1
F,27.0,3,Single,Lebanon,IT,Analytical,5.0,2,51,0,2,6.0,type2,2.0,0
F,37.0,3,Married,Lebanon,Human Resource Management,Directive,11.0,2,40,1,4,10.0,type2,4.0,1
M,41.0,4,Married,Franklin,Operarions,Analytical,18.0,2,45,2,3,7.0,type2,2.0,0
M,52.0,3,Single,Franklin,Operarions,Directive,13.0,1,28,1,2,4.0,type3,4.0,0
M,26.0,3,Single,Lebanon,IT,Directive,2.0,1,29,2,3,8.0,type3,1.0,1
F,20.0,3,Single,Clinton,Logistics,Directive,1.0,1,74,1,5,6.0,type2,2.0,1
F,51.0,3,Single,Springfield,Accounting and Finance,Analytical,12.0,3,70,1,2,8.0,type2,1.0,1
F,34.0,3,Married,Franklin,IT,Conceptual,8.0,3,20,2,3,9.0,type2,3.0,1
M,22.0,4,Married,Springfield,Operarions,Conceptual,3.0,2,59,2,3,9.0,type3,2.0,1
F,34.0,4,Single,Franklin,Purchasing,Conceptual,10.0,2,61,0,3,1.0,type4,1.0,0
F,55.0,4,Married,Springfield,Marketing,Directive,24.0,2,68,1,2,5.0,type2,2.0,1
F,61.0,3,Married,Springfield,IT,Directive,31.0,1,32,1,4,10.0,type3,3.0,0
F,42.0,4,Married,Lebanon,Marketing,Conceptual,4.0,4,58,2,1,10.0,type3,2.0,1
M,32.0,1,Married,Springfield,R&D,Behavioral,5.0,4,61,0,1,5.0,type2,1.0,0
F,22.0,4,Married,Springfield,Sales,Behavioral,3.0,3,39,0,3,4.0,type2,3.0,1
F,54.0,4,Married,Lebanon,Logistics,Conceptual,16.0,2,31,1,3,6.0,type3,1.0,0
M,49.0,3,Married,Springfield,Logistics,Analytical,21.0,2,39,0,1,7.0,type2,3.0,0
F,40.0,3,Married,Washington,Sales,Analytical,12.0,3,39,0,2,7.0,type2,3.0,1
M,19.0,4,Married,Washington,Operarions,Analytical,0.0,0,74,0,2,10.0,type3,3.0,1
M,49.0,1,Married,Lebanon,Operarions,Conceptual,10.0,2,30,1,4,4.0,type0,3.0,1
M,51.0,3,Married,Springfield,Logistics,Analytical,18.0,2,61,1,3,7.0,type2,3.0,0
F,31.0,3,Married,Franklin,Operarions,Conceptual,3.0,3,33,2,4,6.0,type1,2.0,0
F,56.0,5,Single,Lebanon,Sales,Conceptual,26.0,2,59,1,2,7.0,type2,3.0,1
F,45.0,5,Single,Washington,Logistics,Directive,19.0,4,38,1,3,7.0,type2,3.0,0
F,51.0,3,Married,Washington,IT,Analytical,27.0,4,31,1,5,6.0,type3,2.0,1
F,54.0,3,Single,Franklin,IT,Conceptual,18.0,2,37,1,5,10.0,type2,4.0,0
M,21.0,1,Single,Washington,Operarions,Behavioral,2.0,1,70,1,5,7.0,type3,4.0,1
F,21.0,4,Married,Washington,Logistics,Analytical,2.0,2,35,1,2,8.0,type3,1.0,0
M,52.0,2,Single,Lebanon,Logistics,Conceptual,28.0,4,31,1,2,3.0,type2,3.0,1
M,54.0,2,Single,Franklin,Logistics,Behavioral,30.0,3,27,1,4,4.0,type3,3.0,0
M,33.0,3,Married,Lebanon,Logistics,Conceptual,8.0,2,45,1,3,6.0,type2,4.0,0
F,65.0,3,Married,Franklin,Security,Analytical,27.0,4,41,1,3,4.0,type2,3.0,1
F,39.0,1,Married,Springfield,Operarions,Directive,10.0,2,31,1,3,6.0,type3,2.0,0
F,47.0,4,Married,Lebanon,R&D,Behavioral,25.0,3,30,1,2,8.0,type2,1.0,0
F,59.0,2,Married,Lebanon,Operarions,Directive,20.0,2,51,2,4,5.0,type3,1.0,0
F,37.0,5,Single,Lebanon,Human Resource Management,Directive,8.0,3,36,0,3,4.0,type2,3.0,0
M,22.0,5,Married,Franklin,Sales,Behavioral,3.0,1,51,1,1,7.0,type3,4.0,1
F,54.0,3,Married,Clinton,Security,Analytical,25.0,3,35,0,3,2.0,type3,3.0,1
F,28.0,5,Married,Washington,Sales,Analytical,6.0,2,67,0,5,4.0,type2,1.0,1
M,21.0,3,Married,Washington,R&D,Conceptual,2.0,2,53,1,1,6.0,type2,1.0,0
F,23.0,1,Married,Lebanon,Logistics,Directive,4.0,2,36,2,4,5.0,type0,2.0,1
F,24.0,5,Married,Lebanon,R&D,Behavioral,5.0,3,49,1,3,7.0,type2,3.0,1
F,45.0,3,Married,Washington,IT,Behavioral,10.0,4,33,2,2,10.0,type2,2.0,1
M,24.0,3,Married,Springfield,Logistics,Behavioral,5.0,3,61,1,1,9.0,type3,2.0,0
M,64.0,5,Married,Lebanon,IT,Analytical,33.0,2,66,2,2,6.0,type2,3.0,1
F,57.0,4,Married,Lebanon,Security,Analytical,27.0,1,61,1,4,5.0,type4,3.0,1
F,19.0,1,Single,Washington,Logistics,Analytical,0.0,0,49,1,1,8.0,type2,4.0,1
